Website,Compliance Status,Granular Consent Status,Cookies Before,Cookies After
https://cmu.edu.tw,Non-Compliant - No Consent Mechanism,No Granular Options Found,44,44
https://ncu.edu,Compliant,Granular Consent Evaluated,73,94
http://columbiasouthern.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://pennwest.edu,Compliant,No Granular Options Found,117,119
http://dmu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://sicnu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://framingham.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,111,111
http://rmc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,149,149
http://meredith.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,142,142
https://chaminade.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,137,137
https://cycu.edu.tw,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,135,135
https://ui.edu.ng,Non-Compliant - No Consent Mechanism,No Granular Options Found,131,131
https://stevenson.edu,Compliant,Granular Consent Evaluated,172,171
http://rsis.edu.sg,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://collin.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,153,153
https://udelar.edu.uy,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,163,163
https://hsu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,161,161
http://missouriwestern.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,179,179
https://olin.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,164,164
http://hsc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://ethernet.edu.et,Compliant,No Granular Options Found,168,169
http://strathmore.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://abvmuup.edu.in,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://facisa.edu.br,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://ashford.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://kymu.edu.ua,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://wagner.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,179,179
http://tamus.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,177,177
http://scuec.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://husson.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://bi.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,192,192
http://bridgewater.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://cueb.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://thechicagoschool.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://chitkara.edu.in,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://highline.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://kentlaw.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://pacificcollege.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://wartburg.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://brook.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://jxnu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,197,197
http://australiancurriculum.edu.au,Non-Compliant - No Consent Mechanism,No Granular Options Found,198,198
https://upc.edu.pe,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,197,197
http://lep.edu.sn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://anderson.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://ius.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,222,222
http://nwnu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://benedictine.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nmgov.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://lbcc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://palmbeachstate.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://alcorn.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://ncut.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,207,207
http://worcester.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://world.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,237,237
http://delta.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,236,236
http://centenary.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://shcmusic.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://farmingdale.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://foothill.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://nuc.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://coloradotech.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://iliauni.edu.ge,Non-Compliant - No Consent Mechanism,No Granular Options Found,259,259
https://ajes.edu.br,Non-Compliant - No Consent Mechanism,No Granular Options Found,252,252
http://endicott.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://fpl.edu.br,Non-Compliant - No Consent Mechanism,No Granular Options Found,253,253
http://uniminuto.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://dthu.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://warren-wilson.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://duytan.edu.vn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://ncf.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://nottingham.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://uksw.edu.pl,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://tougaloo.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,253,253
http://swupl.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://lnnu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://tjnu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,254,254
http://hpu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://asbury.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://paper.edu.cn,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,254,254
http://ntt.edu.vn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://cui.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://lcc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://doherty.edu.au,Compliant,No Granular Options Found,280,278
http://asu.edu.eg,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,267,267
http://umassglobal.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://imnu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://jkkniu.edu.bd,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,286,286
http://dnsc.edu.ph,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://washjeff.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://edinboro.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://fivecolleges.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://imau.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://tstc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://rivier.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://franciscan.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://jh.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://greenville.edu,Compliant,No Granular Options Found,289,291
http://qust.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://sunypoly.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://davenport.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://dmacc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://uncoma.edu.ar,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,291,291
http://uis.edu.co,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,299,299
https://vinu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,298,298
http://ringling.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://molloy.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://scsu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,298,298
http://msmnyc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://armstrong.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://up.edu.pe,Compliant,Granular Consent Evaluated,310,311
http://ecupl.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://mi.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://stbb.edu.pk,Non-Compliant - No Consent Mechanism,No Granular Options Found,302,302
https://paine.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,308,308
http://westminstercollege.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://swosu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://sciarc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://nicholls.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://wccnet.edu,Compliant,Granular Consent Evaluated,327,329
http://ollusa.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://theartofeducation.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,342,342
http://mcckc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://clarke.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://hebau.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://hc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://shc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://adams.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://kgi.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://icrodarisoveria.edu.it,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,342,342
http://captechu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,370,370
http://saddleback.edu,Compliant,No Granular Options Found,372,373
https://cune.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,390,390
http://wzu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://sunyempire.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://uninta.edu.br,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,379,379
http://hartfordinternational.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://coa.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,394,394
http://cobaev.edu.mx,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://unsa.edu.ar,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://squ.edu.om,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://csi.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,390,390
http://stfrancis.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,406,406
https://uca.edu.sv,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,402,402
https://neu.edu.tr,Compliant,No Granular Options Found,395,396
https://mccneb.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,397,397
http://resh.edu.ru,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://iau.edu.sa,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,407,407
http://marywood.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://wum.edu.pl,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,420,420
http://bau.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://puce.edu.ec,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://scusd.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,424,424
https://grcc.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,426,426
http://cdrewu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,418,418
http://upmc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://ufgd.edu.br,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://law.edu,Compliant,No Granular Options Found,431,434
http://dvc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,442,442
http://insper.edu.br,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://harappa.education,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,441,441
http://cookman.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,452,452
http://geneva.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://jxufe.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,449,449
http://roberts.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,472,472
http://coe.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://lternet.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,465,465
https://bsc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,460,460
http://wsc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://pu.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://shsmu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://unades.edu.py,Non-Compliant - No Consent Mechanism,No Granular Options Found,467,467
http://duke-nus.edu.sg,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://luthersem.edu,Compliant,Granular Consent Evaluated,492,493
http://cocc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,475,475
http://ahut.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://sisu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://unitru.edu.pe,Non-Compliant - No Consent Mechanism,No Granular Options Found,477,477
http://asurams.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://csc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,484,484
https://umhb.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,480,480
http://hcmut.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,482,482
http://vsc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://tjut.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://brookdalecc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://aacc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://bethelks.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,499,499
http://scfai.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://cust.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,500,500
http://canyons.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,512,512
http://strose.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,503,503
http://notredame.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,45,45
https://thomas.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,32,32
http://uel.edu.vn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://achs.edu,Compliant,Granular Consent Evaluated,35,37
https://kozminski.edu.pl,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,41,41
http://must.edu.mo,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://lincolntech.edu,Compliant,Granular Consent Evaluated,116,132
https://aquinas.edu,Compliant,No Granular Options Found,120,121
https://massachusetts.edu,Compliant,Granular Consent Evaluated,127,131
https://colombiaaprende.edu.co,Compliant,Granular Consent Evaluated,130,125
http://sxu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,156,156
https://shepherd.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,165,165
http://djs.edu.sa,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://daemen.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://infocallp.edu.bo,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,170,170
https://hbu.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,170,170
http://gmercyu.edu,Compliant,Granular Consent Evaluated,218,219
https://gram.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,192,192
http://edgewood.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,194,194
http://bios.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,203,203
http://trine.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,227,227
http://uwc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://henau.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,219,219
http://metrostate.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,230,230
http://cumtb.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://pumc.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://oc.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,242,242
https://tilakcollegeofeducation.edu.in,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,238,238
http://sues.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://cursus.edu,Compliant,No Granular Options Found,247,251
http://wnmu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,248,248
https://lincolnu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,257,257
https://msmary.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,246,246
https://orangecoastcollege.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,256,256
https://houghton.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,255,255
http://chntheatre.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://grace.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://cumhuriyet.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://cqnu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,264,264
https://cia.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,268,268
https://ksbe.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,271,271
https://nmns.edu.tw,Compliant,Granular Consent Evaluated,268,267
https://uog.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,287,287
http://cdutcm.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,281,281
http://elcamino.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://sfai.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://lsus.edu,Compliant,No Granular Options Found,281,280
https://delval.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,292,292
https://samarth.edu.in,Non-Compliant - No Consent Mechanism,No Granular Options Found,282,282
http://fhda.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://hnust.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://cqmu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://calis.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://unan.edu.ni,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://qfnu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,281,281
http://txwes.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://kmust.edu.cn,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,284,284
http://carrollu.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://neusoft.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://svu.edu.in,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,284,284
http://yc.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://ufersa.edu.br,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,297,297
http://uns.edu.ar,Non-Compliant - No Consent Mechanism,No Granular Options Found,280,280
http://aiuniv.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://faulkner.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://hbut.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://hebust.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://mmc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,291,291
https://iyte.edu.tr,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,295,295
http://nebrwesleyan.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://swpu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://ncc.edu,Compliant,No Granular Options Found,311,315
https://scec.edu.np,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,296,296
http://ndm.edu,Compliant,No Granular Options Found,313,312
http://wust.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://euruni.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,311,311
http://carlow.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://qct.edu.au,Compliant,Granular Consent Evaluated,325,326
https://saumag.edu,Compliant,Granular Consent Evaluated,351,366
http://jbu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://usj.edu.lb,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://medipol.edu.tr,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,341,341
http://uas.edu.mx,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://utc.edu.ec,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://ybu.edu.cn,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://utahtech.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://slc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,353,353
http://udla.edu.ec,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://hainnu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://racp.edu.au,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,367,367
http://stmartin.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://pb.edu.pl,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://uancv.edu.pe,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,361,361
http://mc3.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://unt.edu.ar,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,359,359
https://ncwu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,358,358
http://fpt.edu.vn,Non-Compliant - No Consent Mechanism,No Granular Options Found,363,363
http://uqu.edu.sa,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,372,372
https://cityu.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,363,363
http://hvcc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://buu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://tcc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://nmc.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://upsi.edu.my,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://curtis.edu,Compliant,Granular Consent Evaluated,376,377
http://tjarts.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://chc.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://pfw.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://kirkwood.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,372,372
https://gantep.edu.tr,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,369,369
http://ujk.edu.pl,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://sus.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://ceibs.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,382,382
https://epcc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,373,373
http://cyut.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://ubd.edu.bn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://asburyseminary.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,380,380
http://ntl.edu.tw,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://unifsp.edu.br,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,387,387
http://hbu.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://ufsj.edu.br,Non-Compliant - No Consent Mechanism,No Granular Options Found,383,383
https://brenau.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,385,385
https://ucjc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,382,382
http://adu.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://nwciowa.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://mci.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,390,390
http://acusd.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://xisu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://ucab.edu.ve,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://mckendree.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://fmmu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://aims.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,386,386
http://kocaeli.edu.tr,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://albright.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://muw.edu,Compliant,Granular Consent Evaluated,402,403
https://polk.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,399,399
http://haut.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
http://mountunion.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,411,411
